recording date,grid position,session ID,trellis filenumber,mat filename,iontophoresis,voltage,isolation quality,plx file range,included trials,electode broken?,comment/electrode,general comment,included to analysis ?,excluded due to electordes,
10.06.2016,"-2,-4",160,1,ka_0160_15.14.grating.XPos.mat,,,1,,,yes,80um on 5HT side,,,,
,,,2,ka_0160_15.14.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0160_15.15.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0160_15.19.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0160_15.20.grating.SZ.mat,control,,1,,,,,,,,
,,,6,ka_0160_15.22.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,7,ka_0160_15.24.grating.SZ.mat,control,,1,,,,,,,,
,,,8,ka_0160_15.26.grating.SZ.mat,5HT_20nA,0.3,1,10-end,17-end,,,monkey moved,,,
,,,9,ka_0160_15.28.grating.SZ.mat,5HT_20nA,0.3,1,,,,,,,,
,,,10,ka_0160_15.30.grating.SZ.mat,control,,1,,,,,,,,
,,161,1,ka_0161_15.35.grating.XPos.mat,,,,,,yes,80um on 5HT side,,,,
,,,2,ka_0161_15.36.grating.YPos.mat,,,,,,,,,,,
,,,4,ka_0161_15.38.grating.ORxM.mat,,,,,,,,,,,
,,,5,ka_0161_15.41.grating.SF.mat,,,,,,,,,,,
,,,6,ka_0161_15.42.grating.SZ.mat,,,,,,,,,,,
,,,7,ka_0161_15.43.grating.SZ.mat,,,,,,,,,,,
10.08.2016,"5,-5",162,1,ka_0162_13.16.grating.XPos.mat,,,1,,,yes,30um on 5HT, 80um NaCl,,,,
,,,2,ka_0162_13.17.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0162_13.17.grating.ORxM.mat,,,4,,,,,,,,
,,,4,ka_0162_13.21.grating.SF.mat,,,2,,,,,,,,
,,,5,ka_0162_13.22.grating.SZ.mat,,,2.5,,,,,,,,
,,,6,ka_0162_13.23.grating.SZ.mat,,,2,,,,,,,,
,,,7,ka_0162_13.25.grating.CO.mat,control,,1,,,,,,,,
,,,8,ka_0162_13.26.grating.CO.mat,5HT_20nA,,1,,,,,,,,
,,,10,ka_0162_13.28.grating.CO.mat,control,,2,,,,,,,,
,,,11,ka_0162_13.30.grating.TF.mat,control,,2,,,,,,,,
,,,12,ka_0162_13.31.grating.CO.mat,control,,1,,,,,,,,
,,,13,ka_0162_13.33.grating.SZ.mat,,,2,,,,,,,,
,,,14,ka_0162_13.35.grating.SZ.mat,,,2,,,,,,,,
,,,16,ka_0162_13.37.grating.SZ.mat,,,1,,,,,,,,
,,,17,ka_0162_13.38.grating.SZ.mat,,,1,,,,,,,,
,,,18,ka_0162_13.40.grating.SZ.mat,control,,1,,,,,,,,
,,,19,ka_0162_13.42.grating.SZ.mat,5HT_20nA,0.1,1,,,,,,,,
,,,20,ka_0162_13.44.grating.SZ.mat,control,,1,,,,,,,,
,,,21,ka_0162_13.47.grating.SZ.mat,control,,1,,,,,,,,
,,163,1,ka_0163_14.32.grating.XPos.mat,,,NaN,,,yes,30um on 5HT, 80um NaCl,,,,
,,,2,ka_0163_14.33.grating.YPos.mat,,,NaN,,,,,,,,
,,164,1,ka_0164_14.38.grating.XPos.mat,,,5,,,yes,30um on 5HT, 80um NaCl,,,,
,,,2,ka_0164_14.39.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0164_14.40.grating.ORxM.mat,,,3,,,,,,,,
10.09.2016,"-1,+3",165,1,ka_0165_13.21.grating.XPos.mat,,,"c1=3,c2=3",,,yes,"60 um 5HT, 70um NaCl",,,,
,,,2,ka_0165_13.22.grating.YPos.mat,,,"c1=3,c2=3",,,,,,,,
,,,3,ka_0165_13.23.grating.ORxM.mat,,,"c1=3,c2=4",,,,,,,,
,,166,1,ka_0166_13.58.grating.XPos.mat,,,1,,,yes,"60 um 5HT, 70um NaCl",,,,
,,,2,ka_0166_13.59.grating.ORxM.mat,,,1,,,,,,,,
,,,3,ka_0166_13.59.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0166_14.02.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0166_14.03.grating.SZ.mat,,,1,,,,,,,,
,,,6,ka_0166_14.05.grating.SZ.mat,,,1,,,,,,,,
,,,7,ka_0166_14.08.grating.SZ.mat,,,1,,,,,,,,
,,,8,ka_0166_14.09.grating.SZ.mat,,,1,,,,,,,,
,,,9,ka_0166_14.11.grating.SZ.mat,,,1,,,,,,,,
,,167,1,ka_0167_14.26.grating.XPos.mat,,,3,,,yes,"60 um 5HT, 70um NaCl",,,,
,,,2,ka_0167_14.27.grating.YPos.mat,,,3.5,,,,,,,,
,,168,1,ka_0168_14.36.grating.XPos.mat,,,1,,,yes,"60 um 5HT, 70um NaCl",,,,
,,,2,ka_0168_14.37.grating.YPos.mat,,,1,,,,,,,,
,,169,1,ka_0169_14.56.grating.ORxM.mat,,,1,,,yes,"60 um 5HT, 70um NaCl",,,,
,,,2,ka_0169_15.00.grating.SF.mat,,,1.5,,,,,,,,
,,,3,ka_0169_15.01.grating.SZ.mat,,,1,,,,,,,,
,,,4,ka_0169_15.02.grating.SZ.mat,,,2.5,,,,,,,,
,,,5,ka_0169_15.04.grating.SZ.mat,,,3,,,,,,,,
,,,6,ka_0169_15.05.grating.SZ.mat,,,3,,,,,,,,
10.12.2016,"-1,-2",170,1,ka_0170_10.23.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0170_10.24.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0170_10.35.grating.XPos.mat,,,1,,,,,,,,
,,,5,ka_0170_10.36.grating.YPos.mat,,,NaN,,,,,,,,
,,171,1,ka_0171_12.04.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0171_12.04.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0171_12.05.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0171_12.08.grating.SZ.mat,,,2,,,,,,,,
,,172,1,ka_0172_12.42.grating.XPos.mat,,,2.5,,,no,,,,,
,,,3,ka_0172_12.43.grating.YPos.mat,,,2.5,,,,,,,,
,,,6,ka_0172_12.51.grating.ORxM.mat,,,3,,,,,,,,
,,,8,ka_0172_12.55.grating.SZ.mat,,,3.5,,,,,,,,
,,,9,ka_0172_12.57.grating.SZ.mat,,,2.5,,,,,,,,
,,,10,ka_0172_12.59.grating.CO.mat,control,,2.5,,,,,,,,
,,,12,ka_0172_13.01.grating.CO.mat,control,,2,,,,,,,,
,,,13,ka_0172_13.02.grating.CO.mat,control,,2,,,,,,,,
,,,14,ka_0172_13.03.grating.CO.mat,5HT_15nA,0.1,2,,,,,,,,
10/13/16,"4,-1",173,1,ka_0173_13.39.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0173_13.40.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0173_13.41.grating.ORxM.mat,,,4,,,,,,,,
,,,4,ka_0173_13.44.grating.SZ.mat,control,,3,,,,,,,,
,,,5,ka_0173_13.45.grating.SZ.mat,5HT_15nA,0.6,3,,,,,,,,
,,,6,ka_0173_13.47.grating.SZ.mat,control,,3,,,,,,,,
,,,7,ka_0173_13.49.grating.TF.mat,control,,2,,,,,,,,
,,,8,ka_0173_13.51.grating.SZ.mat,control,,2.5,,,,,,,,
,,,9,ka_0173_13.52.grating.SZ.mat,NaCl_15nA,0.1,3,,,,,,,,
,,,10,ka_0173_13.54.grating.SZ.mat,control,,3,,,,,,,,
,,,11,ka_0173_13.56.grating.ORxRC.mat,control,,4.5,,,,,,,,
,,,12,ka_0173_14.03.grating.SF.mat,control,,3,,,,,,,,
,,,13,ka_0173_14.04.grating.SF.mat,5HT_15nA,0.5,3,,,,,,,,
,,,14,ka_0173_14.05.grating.SF.mat,control,,2.5,,,,,,,,
,,,15,ka_0173_14.06.grating.SF.mat,NaCl_15nA,0.1,3,,,,,,,,
,,,16,ka_0173_14.08.grating.SF.mat,control,,3,,,,,,,,
,,,17,ka_0173_14.11.grating.OR.mat,control,,3,,,,,,,,
,,,18,ka_0173_14.13.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,19,ka_0173_14.22.grating.ORxRC.mat,control,,4,,,,,,,,
,,,20,ka_0173_14.28.grating.ORxRC.mat,control,,2,,,,,,,,
,,,21,ka_0173_14.39.grating.ORxRC.mat,control,,4,,,,,,,,
,,,22,ka_0173_14.45.grating.ORxRC.mat,NaCl_10nA,0.1,4.5,,,,,,,,
,,,23,ka_0173_14.56.grating.ORxRC.mat,NaCl_10nA,0.1,4.5,,,,,,,,
10/14/16,"1,-6",174,1,ka_0174_14.06.grating.XPos.mat,,,1,,,yes,20um on 5HT side,,inpatient in the end, moving a lot,,
,,,2,ka_0174_14.06.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0174_14.07.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0174_14.10.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0174_14.11.grating.SZ.mat,control,,2,,,,,,,,
,,,6,ka_0174_14.12.grating.SZ.mat,5HT_15nA,0.3,1.5,,,,,,,,
,,,7,ka_0174_14.14.grating.SZ.mat,control,,1.5,,,,,,,,
,,,8,ka_0174_14.16.grating.TF.mat,control,,1.5,,,,,,,,
,,,9,ka_0174_14.18.grating.SZ.mat,control,,1.5,,,,,,,,
,,,10,ka_0174_14.19.grating.SZ.mat,control,,2,,,,,,,,
,,,11,ka_0174_14.20.grating.SZ.mat,control,,2,,,,,,,,
,,,12,ka_0174_14.22.grating.SZ.mat,control,,1.5,,,,,,,,
,,,13,ka_0174_14.23.grating.SZ.mat,NaCl_15nA,0.1,1.5,,,,,,,,
,,,15,ka_0174_14.27.grating.CO.mat,control,,1,,,,,,,,
,,,16,ka_0174_14.28.grating.CO.mat,control,,1,,,,,,,,
,,,17,ka_0174_14.29.grating.CO.mat,5HT_10nA,0.2,1,,,,,,,,
,,,18,ka_0174_14.30.grating.CO.mat,control,,1,,,,,,,,
,,,19,ka_0174_14.32.grating.SF.mat,control,,1,,,,,,,,
,,,20,ka_0174_14.33.grating.SF.mat,NaCl_15nA,0.1,1,,,,,,,,
,,,21,ka_0174_14.34.grating.SF.mat,control,,1,,,,,,,,
,,,22,ka_0174_14.35.grating.SF.mat,5HT_5nA,0.1,1,,,,,,,,
,,,23,ka_0174_14.36.grating.SF.mat,5HT_5nA,,1,,,,,,,,
,,,24,ka_0174_14.38.grating.SF.mat,control,,1,,,,,,,,
,,,29,ka_0174_14.47.grating.ORxRC.mat,control,,2,,,,,,,,
,,,30,ka_0174_14.53.grating.ORxRC.mat,5HT_5nA,0.1,2,,,,,,,,
10/18/16,"-2,-1",175,1,ka_0175_10.44.grating.XPos.mat,,,2,,,yes,"150um on 5HT, 200um on NaCl",,,,
,,,2,ka_0175_10.45.grating.YPos.mat,,,2,,,,,,,,
,,,9,ka_0175_10.57.grating.ORxM.mat,,,2,,,,,,,,
,,,10,ka_0175_11.00.grating.SF.mat,,,2.5,,,,,,,,
,,,11,ka_0175_11.01.grating.SZ.mat,control,,3.5,,,,,,,,
,,,12,ka_0175_11.03.grating.SZ.mat,5HT_15nA,0.2,2.5,,,,,,,,
,,,13,ka_0175_11.05.grating.SZ.mat,control,,3,,,,,,,,
,,,14,ka_0175_11.06.grating.SZ.mat,control,,3,,,,,,,,
,,,16,ka_0175_11.09.grating.SZ.mat,control,,4,,,,,,,,
,,176,1,ka_0176_11.46.grating.XPos.mat,,,2,,,yes,"150um on 5HT, 200um on NaCl",,,,
,,,2,ka_0176_11.47.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0176_11.47.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0176_11.50.grating.SZ.mat,,,4.5,,,,,,,,
,,177,1,ka_0177_12.47.grating.XPos.mat,,,2,,,yes,"150um on 5HT, 200um on NaCl",,,,
,,,2,ka_0177_12.48.grating.YPos.mat,,,2.5,,,,,,,,
,,,3,ka_0177_12.49.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0177_12.52.grating.SZ.mat,,,,,,,,,,,
10/19/16,"7,+2",178,1,ka_0178_10.56.grating.XPos.mat,,,2,,,NO,,,,,
,,,2,ka_0178_10.57.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0178_10.58.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0178_11.01.grating.SZ.mat,,,3,,,,,,,,
,,,5,ka_0178_11.02.grating.SZ.mat,control,,3,,,,,,,,
,,,6,ka_0178_11.04.grating.SZ.mat,NaCl_15nA,0.2,3,,,,,,,,
,,,7,ka_0178_11.06.grating.SZ.mat,control,,3,,,,,,,,
,,,8,ka_0178_11.08.grating.SZ.mat,5HT_15nA,0.2,3,,,,,,,,
,,,9,ka_0178_11.09.grating.SZ.mat,control,,3,,,,,,,,
,,,10,ka_0178_11.12.grating.SZ.mat,control,,3,,,,,,,,
,,179,1,ka_0179_12.25.grating.XPos.mat,,,2,,,No,,,,,
,,,2,ka_0179_12.26.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0179_12.27.grating.ORxM.mat,,,"c1=4.5,c2=4.5",,,,,,,,
10/20/16,"2,-3",180,1,ka_0180_16.36.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0180_16.37.grating.XPos.mat,,,1,,,,,,,,
,,,3,ka_0180_16.38.grating.XPos.mat,,,1,,,,,,,,
,,,4,ka_0180_16.39.grating.YPos.mat,,,1,,,,,,,,
,,,5,ka_0180_16.40.grating.ORxM.mat,,,1,,,,,,,,
,,,6,ka_0180_16.43.grating.SF.mat,,,1,,,,,,,,
,,,7,ka_0180_16.45.grating.TF.mat,,,2,,,,,,,,
,,,8,ka_0180_16.47.grating.SZ.mat,,,2.5,,,,,,,,
,,,9,ka_0180_16.48.grating.SZ.mat,,,2,,,,,,,,
,,,10,ka_0180_16.50.grating.CO.mat,,,2,,,,,,,,
,,181,1,ka_0181_17.16.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0181_17.17.grating.ORxM.mat,,,2,,,,,,,,
,,,3,ka_0181_17.17.grating.YPos.mat,,,1.5,,,,,,,,
,,,4,ka_0181_17.21.grating.SZ.mat,,,2,,,,,,,,
,,,5,ka_0181_17.22.grating.SZ.mat,control,,1,,,,,,,,
,,,6,ka_0181_17.23.grating.SZ.mat,NaCl_15nA,0.1,2,,,,,,,,
,,,7,ka_0181_17.25.grating.SZ.mat,control,,2,,,,,,,,
,,,8,ka_0181_17.27.grating.SZ.mat,control,,2,,,,,,,,
,,,9,ka_0181_17.29.grating.SZ.mat,5HT_10nA,0.3,3,,,,,,,,
,,,10,ka_0181_17.31.grating.SZ.mat,control,,3.5,,,,,,,,
,,,11,ka_0181_17.33.grating.TF.mat,control,,3,,,,,,,,
10/21/16,"6,-6",182,1,ka_0182_14.37.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0182_14.38.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0182_14.39.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0182_14.42.grating.SZ.mat,,,1,,,,,,,,
,,,5,ka_0182_14.43.grating.SZ.mat,,,1,,,,,,,,
,,,6,ka_0182_14.45.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,7,ka_0182_14.47.grating.SZ.mat,,,1,,,,,,,,
,,,8,ka_0182_14.49.grating.SZ.mat,,,1,,,,,,,,
,,,9,ka_0182_14.51.grating.SZ.mat,5HT_15nA,0.3,1,,,,,,,,
,,,10,ka_0182_14.53.grating.SZ.mat,,,1,,,,,,,,
,,,11,ka_0182_14.55.grating.CO.mat,,,1,,,,,,,,
,,,12,ka_0182_14.56.grating.CO.mat,5HT_15nA,0.3,1,,,,,,,,
,,,13,ka_0182_14.57.grating.CO.mat,,,1,,,,,,,,
,,,14,ka_0182_14.58.grating.SF.mat,,,1,,,,,,,,
,,,19,ka_0182_15.02.grating.TF.mat,,,1,,,,,,,,
,,,21,ka_0182_15.05.grating.SF.mat,,,1,,,,,,,,
,,,22,ka_0182_15.06.grating.SF.mat,5HT_15nA,0.3,1,,,,,,,,
,,,23,ka_0182_15.07.grating.SF.mat,,,1,,,,,,,,
,,,24,ka_0182_15.08.grating.SF.mat,NaCl_10nA,,1,,,,,,,,
,,,26,ka_0182_15.10.grating.SF.mat,,,1,,,,,,,,
,,,27,ka_0182_15.11.grating.SF.mat,,,1,,,,,,,,
,,,28,ka_0182_15.12.grating.SF.mat,5HT_20nA,0.5,1,,,,,,,,
,,,29,ka_0182_15.13.grating.SF.mat,,,1,,,,,,,,
,,,30,ka_0182_15.15.grating.SF.mat,,,1,,,,,,,,
,,,33,ka_0182_15.19.grating.SF.mat,,,1,,,,,,,,
,,,34,ka_0182_15.21.grating.TF.mat,,,1,,,,,,,,
,,,35,ka_0182_15.23.grating.SF.mat,,,1,,,,,,,,
,,,36,ka_0182_15.27.grating.SF.mat,,,1,,,,,,,,
,,,37,ka_0182_15.29.grating.SF.mat,,,1,,,,,,,,
,,,38,ka_0182_15.30.grating.SF.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,39,ka_0182_15.32.grating.SZ.mat,,,1,,,,,,,,
,,,40,ka_0182_15.34.grating.SZ.mat,5HT_21nA,0.4,1,,,,,,,,
,,,41,ka_0182_15.36.grating.SZ.mat,,,1,,,,,,,,
,,,42,ka_0182_15.39.grating.SZ.mat,,,1,,,,,,,,
10/22/16,"4,+2",183,1,ka_0183_12.29.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0183_12.30.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0183_12.31.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0183_12.34.grating.SF.mat,,,1.5,,,,,,,,
,,,5,ka_0183_12.35.grating.SZ.mat,,,1.5,,,,,,,,
,,,6,ka_0183_12.37.grating.SZ.mat,,,2,,,,,,,,
,,,7,ka_0183_12.39.grating.SZ.mat,,,2,,,,,,,,
,,,9,ka_0183_12.41.grating.CO.mat,,,2,,,,,,,,
,,,10,ka_0183_12.42.grating.CO.mat,,,2,,,,,,,,
,,,11,ka_0183_12.43.grating.SF.mat,,,2,,,,,,,,
,,,12,ka_0183_12.44.grating.SF.mat,NaCl_10nA,0.1,2,,,,,,,,
,,,13,ka_0183_12.45.grating.SF.mat,,,2,,,,,,,,
,,,14,ka_0183_12.46.grating.SF.mat,,,2,,,,,,,,
,,,15,ka_0183_12.48.grating.SF.mat,,,2,,,,,,,,
,,,16,ka_0183_12.50.grating.SF.mat,,,2,,,,,,,,
,,,17,ka_0183_12.52.grating.ORxM.mat,,,2.5,,,,,,,,
,,,18,ka_0183_12.55.grating.CO.mat,,,2,,,,,,,,
,,,19,ka_0183_12.56.grating.CO.mat,5HT_15nA,0.2,1,,,,,,,,
,,,20,ka_0183_12.57.grating.CO.mat,,,1,,,,,,,,
,,,21,ka_0183_12.58.grating.TF.mat,,,1,,,,,,,,
,,,22,ka_0183_13.00.grating.CO.mat,,,1,,,,,,,,
,,,23,ka_0183_13.01.grating.CO.mat,,,1,,,,,,,,
,,,24,ka_0183_13.03.grating.SZ.mat,,,1,,,,,,,,
,,,25,ka_0183_13.04.grating.SZ.mat,,,1,,,,,,,,
,,,26,ka_0183_13.06.grating.OR.mat,,,2,,,,,,,,
,,,27,ka_0183_13.07.grating.ORxRC.mat,,,2,,,,,,,,
,,,29,ka_0183_13.16.grating.SF.mat,,,1,,,,,,,,
,,,30,ka_0183_13.18.grating.SF.mat,5HT_10nA,0.1,1,,,,,,,,
,,,31,ka_0183_13.19.grating.SF.mat,,,1,,,,,,,,
,,,32,ka_0183_13.20.grating.SF.mat,,,1,,,,,,,,
,,,33,ka_0183_13.22.grating.SF.mat,,,1,,,,,,,,
,,,34,ka_0183_13.23.grating.SF.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,35,ka_0183_13.24.grating.SF.mat,,,1,,,,,,,,
,,,36,ka_0183_13.26.grating.SZ.mat,,,1,,,,,,,,
,,,37,ka_0183_13.27.grating.SZ.mat,,,1,,,,,,,,
,,,38,ka_0183_13.29.grating.SZ.mat,,,1,,,,,,,,
,,,39,ka_0183_13.31.grating.SZ.mat,,,1,,,,,,,,
,,,40,ka_0183_13.32.grating.SZ.mat,,,1,,,,,,,,
,,,41,ka_0183_13.34.grating.SZ.mat,,,1,,,,,,,,
,,,42,ka_0183_13.35.grating.SZ.mat,,,1.5,,,,,,,,
,,,43,ka_0183_13.37.grating.SZ.mat,,,1.5,,,,,,,,
,,,44,ka_0183_13.38.grating.SZ.mat,NaCl_10nA,0.1,1.5,,,,,"monkey moved, exclude",,,
,,,45,ka_0183_13.39.grating.SZ.mat,NaCl_10nA,0.1,1.5,,,,,,,,
,,,46,ka_0183_13.42.grating.SZ.mat,,,1.5,,,,,,,,
,,,47,ka_0183_13.43.grating.SZ.mat,,,1.5,,,,,,,,
,,184,1,ka_0184_14.16.grating.XPos.mat,,,2,,,no,,,,,
10/23/16,"-2,-3",185,1,ka_0185_12.04.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0185_12.05.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0185_12.09.grating.ORxM.mat,,,2.5,,,,,,,,
,,,5,ka_0185_12.12.grating.SZ.mat,,,3,,,,,,,,
,,,6,ka_0185_12.14.grating.SZ.mat,NaCl_10nA,0.1,3,,,,,,,,
10/24/16,"0,-2",186,1,ka_0186_12.17.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0186_12.20.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0186_12.20.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0186_12.23.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0186_12.24.grating.SZ.mat,control,,1,,,,,monkey inpatient - exclude,,,
,,,6,ka_0186_12.25.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,monkey inpatient - exclude,,,
,,,7,ka_0186_12.26.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,monkey inpatient - exclude,,,
,,,8,ka_0186_12.28.grating.SZ.mat,control,,1,,,,,,,,
,,,9,ka_0186_12.29.grating.SZ.mat,NaCl_10nA,0.1,1.5,,,,,,,,
,,,10,ka_0186_12.30.grating.SZ.mat,control,,1.5,,,,,,,,
,,,11,ka_0186_12.31.grating.SZ.mat,5HT_10nA,-0.1,1.5,,,,,"voltage is negative, pin was out - exclude",,,
,,187,1,ka_0187_13.23.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0187_13.24.grating.YPos.mat,,,1,,,,,,,,
,,188,1,ka_0188_13.49.grating.ORxM.mat,,,1,,,no,,,,,
,,,2,ka_0188_13.52.grating.SF.mat,,,1,,,,,,,,
,,,3,ka_0188_13.53.grating.ORxRC.mat,control,,2.5,,,,,,,,
,,,4,ka_0188_14.00.grating.ORxRC.mat,control,,2.5,,,,,,,,
,,,5,ka_0188_14.06.grating.ORxRC.mat,NaCl_5nA,0.1,2,,,,,,,,
,,,6,ka_0188_14.13.grating.ORxRC.mat,NaCl_5nA,0.1,2,,,,,,,,
,,,7,ka_0188_14.20.grating.ORxRC.mat,NaCl_5nA,0.1,1.5,,,,,,,,
,,,8,ka_0188_14.26.grating.ORxRC.mat,control,,1,,,,,,,,
10/25/16,"6,-2",189,1,ka_0189_10.09.grating.XPos.mat,,,X,,,yes,"300um on 5HT side, 30 um on NaCl side",,MUA,,
,,,2,ka_0189_10.09.grating.YPos.mat,,,X,,,,,,MUA,,
,,190,1,ka_0190_11.42.grating.XPos.mat,,,3,,,yes,"300um on 5HT side, 30 um on NaCl side",,,,
,,,2,ka_0190_11.42.grating.YPos.mat,,,2,,,,,,,,
,,191,1,ka_0191_11.58.grating.XPos.mat,,,2,,,yes,"300um on 5HT side, 30 um on NaCl side",,,,
,,,2,ka_0191_11.58.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0191_11.59.grating.ORxM.mat,,,2,,,,,,,,
,,192,1,ka_0192_12.30.grating.XPos.mat,,,2,,,yes,"300um on 5HT side, 30 um on NaCl side",,,,
,,,2,ka_0192_12.30.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0192_12.31.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0192_12.34.grating.SF.mat,,,2,,,,,,,,
,,,5,ka_0192_12.35.grating.SZ.mat,control,,2,,,,,,,,
,,,6,ka_0192_12.37.grating.SZ.mat,5HT_15nA,0.7,2,,,,,,,,
,,,7,ka_0192_12.38.grating.SZ.mat,control,,1.5,,,,,,,,
,,,8,ka_0192_12.40.grating.SZ.mat,5HT_25nA,1.4,1.5,,,,,,,,
,,,9,ka_0192_12.41.grating.SZ.mat,control,,1,,,,,,,,
,,,10,ka_0192_12.42.grating.SZ.mat,NaCl_10nA,0.2,1,,,,,,,,
,,,11,ka_0192_12.43.grating.SZ.mat,control,,1,,,,,,,,
,,,12,ka_0192_12.45.grating.ORxRC.mat,,,1,,,,,,,,
,,,13,ka_0192_12.50.grating.ORxM.mat,,,1,,,,,,,,
,,,14,ka_0192_12.54.grating.CO.mat,control,,1,,,,,,,,
,,,15,ka_0192_12.55.grating.CO.mat,NaCl_10nA,0.2,1,,,,,,,,
,,,16,ka_0192_12.56.grating.CO.mat,control,,1,,,,,,,,
,,,17,ka_0192_12.57.grating.CO.mat,NaCl_10nA,0.2,1,,,,,,,,
,,,18,ka_0192_12.58.grating.CO.mat,control,,1,,,,,,,,
10/26/16,"-3,+2",193,1,ka_0193_14.25.grating.XPos.mat,,,1,,,yes,"300um on 5HT side, 100 um on NaCl side",,,,
,,,3,ka_0193_14.27.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0193_14.28.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0193_14.31.grating.SF.mat,,,1,,,,,,,,
,,,6,ka_0193_14.32.grating.CO.mat,,,1,,,,,,,,
,,,7,ka_0193_14.33.grating.CO.mat,,,1.5,,,,,,,,
,,,9,ka_0193_14.35.grating.CO.mat,,,1.5,,,,,,,,
,,,10,ka_0193_14.37.grating.SZ.mat,,,1.5,,,,,,,,
,,,11,ka_0193_14.38.grating.SZ.mat,,,2,,,,,,,,
,,,12,ka_0193_14.40.grating.SZ.mat,,,1.5,,,,,,,,
,,,13,ka_0193_14.41.grating.SZ.mat,5HT_15nA,0,1.5,,,,,,,,
,,,14,ka_0193_14.43.grating.SZ.mat,,,1.5,,,,,,,,
,,,15,ka_0193_14.44.grating.SZ.mat,NaCl_10nA,-0.2,1.5,,,,,,,,
,,,16,ka_0193_14.46.grating.SZ.mat,,,1.5,,,,,,,,
,,,17,ka_0193_14.47.grating.SZ.mat,,,2,,,,,,,,
,,,18,ka_0193_14.49.grating.SZ.mat,,,2,,,,,,,,
,,,19,ka_0193_14.50.grating.SZ.mat,5HT_30nA,0.3,2,,,,,,,,
,,,20,ka_0193_14.52.grating.SZ.mat,,,2,,,,,,,,
,,,21,ka_0193_14.54.grating.SZ.mat,,,2,,,,,,,,
,,194,2,ka_0194_15.26.grating.XPos.mat,,,2,,,yes,"300um on 5HT side, 100 um on NaCl side",,,,
,,,3,ka_0194_15.27.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0194_15.28.grating.ORxM.mat,,,3,,,,,,,,
,,,5,ka_0194_15.31.grating.CO.mat,,,2,,,,,,,,
,,,6,ka_0194_15.32.grating.CO.mat,,,2.5,,,,,,different waveform?,,
,,,7,ka_0194_15.34.grating.SZ.mat,,,2,,,,,,,,
,,,8,ka_0194_15.35.grating.SZ.mat,,,1.5,,,,,,,,
,,,9,ka_0194_15.39.grating.CO.mat,,,1,,,,,,,,
,,,10,ka_0194_15.41.grating.CO.mat,5HT_15nA,0.2,1,,,,,,,,
